audit_id,audit_run_id,audit_date,article_url,source_file,live_status,local_status,live_selector_found,local_selector_found,live_text_length,local_text_length,live_pre_count,local_pre_count,live_image_count,local_image_count,live_table_count,local_table_count,live_iframe_count,local_iframe_count,overall_result,severity,finding_classification,summary,live_evidence_path,local_evidence_path
RHI-VIS-081,phase-8-visual-compare-2026-03-22,2026-03-22,/salesforce-b2c-commerce-cloud-22-8/,src/content/posts/salesforce-b2c-commerce-cloud-22-8/index.md,200,200,1,1,12486,12462,2,2,4,4,1,1,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-082,phase-8-visual-compare-2026-03-22,2026-03-22,/salesforce-b2c-commerce-cloud-22-9-release/,src/content/posts/salesforce-b2c-commerce-cloud-22-9-release/index.md,200,200,1,1,4681,4728,0,0,2,2,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-083,phase-8-visual-compare-2026-03-22,2026-03-22,/salesforce-b2c-commerce-cloud-23-1/,src/content/posts/salesforce-b2c-commerce-cloud-23-1/index.md,200,200,1,1,7215,7289,2,2,2,2,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-084,phase-8-visual-compare-2026-03-22,2026-03-22,/salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview/,src/content/posts/salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview/index.md,200,200,1,1,7578,7564,0,0,2,2,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-085,phase-8-visual-compare-2026-03-22,2026-03-22,/salesforce-b2c-commerce-cloud-23-2/,src/content/posts/salesforce-b2c-commerce-cloud-23-2/index.md,200,200,1,1,11588,11610,2,2,4,4,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-086,phase-8-visual-compare-2026-03-22,2026-03-22,/salesforce-b2c-commerce-cloud-23-3-release/,src/content/posts/salesforce-b2c-commerce-cloud-23-3-release/index.md,200,200,1,1,10413,10435,0,0,2,2,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-087,phase-8-visual-compare-2026-03-22,2026-03-22,/salesforce-b2c-commerce-cloud-catalog-erd/,src/content/posts/salesforce-b2c-commerce-cloud-catalog-erd/index.md,200,200,1,1,3526,3520,0,0,1,1,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-088,phase-8-visual-compare-2026-03-22,2026-03-22,/salesforce-b2c-commerce-cloud-content-erd/,src/content/posts/salesforce-b2c-commerce-cloud-content-erd/index.md,200,200,1,1,1441,1438,0,0,1,1,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-089,phase-8-visual-compare-2026-03-22,2026-03-22,/salesforce-b2c-commerce-cloud-customer-erd/,src/content/posts/salesforce-b2c-commerce-cloud-customer-erd/index.md,200,200,1,1,1735,1734,0,0,1,1,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-090,phase-8-visual-compare-2026-03-22,2026-03-22,/salesforce-b2c-commerce-cloud-documentation/,src/content/posts/salesforce-b2c-commerce-cloud-documentation/index.md,200,200,1,1,9823,9813,0,0,3,3,2,2,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-091,phase-8-visual-compare-2026-03-22,2026-03-22,/salesforce-b2c-commerce-cloud-governance-and-quotas/,src/content/posts/salesforce-b2c-commerce-cloud-governance-and-quotas/index.md,200,200,1,1,10558,10570,3,3,5,5,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-092,phase-8-visual-compare-2026-03-22,2026-03-22,/salesforce-b2c-commerce-cloud-november-2022-updates/,src/content/posts/salesforce-b2c-commerce-cloud-november-2022-updates/index.md,200,200,1,1,4241,4276,0,0,0,0,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-093,phase-8-visual-compare-2026-03-22,2026-03-22,/salesforce-b2c-commerce-cloud-october-updates/,src/content/posts/salesforce-b2c-commerce-cloud-october-updates/index.md,200,200,1,1,2773,2764,0,0,1,1,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-094,phase-8-visual-compare-2026-03-22,2026-03-22,/salesforce-b2c-commerce-cloud-the-22-7-release/,src/content/posts/salesforce-b2c-commerce-cloud-the-22-7-release/index.md,200,200,1,1,4802,4845,0,0,1,1,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-095,phase-8-visual-compare-2026-03-22,2026-03-22,/salesforce-b2c-commerce-the-22-5-release/,src/content/posts/salesforce-b2c-commerce-the-22-5-release/index.md,200,200,1,1,6135,6162,0,0,4,4,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-096,phase-8-visual-compare-2026-03-22,2026-03-22,/salesforce-b2c-commerce-the-22-6-release/,src/content/posts/salesforce-b2c-commerce-the-22-6-release/index.md,200,200,1,1,4155,4150,0,0,5,5,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-097,phase-8-visual-compare-2026-03-22,2026-03-22,/salesforce-commerce-cloud-products/,src/content/posts/salesforce-commerce-cloud-products/index.md,200,200,1,1,7112,7128,0,0,9,9,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-098,phase-8-visual-compare-2026-03-22,2026-03-22,/salesforce-connections-2024-and-sfcc/,src/content/posts/salesforce-connections-2024-and-sfcc/index.md,200,200,1,1,6756,6789,0,0,1,1,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-099,phase-8-visual-compare-2026-03-22,2026-03-22,/salesforce-payments-experience-explained/,src/content/posts/salesforce-payments-experience-explained/index.md,200,200,1,1,6660,6730,0,0,2,2,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-100,phase-8-visual-compare-2026-03-22,2026-03-22,/secure-coding-in-salesforce-b2c-commerce-cloud/,src/content/posts/secure-coding-in-salesforce-b2c-commerce-cloud/index.md,200,200,1,1,11274,11275,1,1,2,2,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-101,phase-8-visual-compare-2026-03-22,2026-03-22,/sending-emails-from-sfcc/,src/content/posts/sending-emails-from-sfcc/index.md,200,200,1,1,7227,7258,3,3,2,2,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-102,phase-8-visual-compare-2026-03-22,2026-03-22,/server-side-performance-in-sfcc/,src/content/posts/server-side-performance-in-sfcc/index.md,200,200,1,1,7510,7507,0,0,6,6,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-103,phase-8-visual-compare-2026-03-22,2026-03-22,/sfcc-24-1-release-a-new-year-update/,src/content/posts/sfcc-24-1-release-a-new-year-update/index.md,200,200,1,1,4565,4560,0,0,2,2,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-104,phase-8-visual-compare-2026-03-22,2026-03-22,/sfcc-basket-order-erd/,src/content/posts/sfcc-basket-order-erd/index.md,200,200,1,1,2157,2206,0,0,1,1,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-105,phase-8-visual-compare-2026-03-22,2026-03-22,/sfcc-introduction/,src/content/posts/sfcc-introduction/index.md,200,200,1,1,6497,6522,1,1,0,0,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-106,phase-8-visual-compare-2026-03-22,2026-03-22,/sfcc-url-cracking-the-code/,src/content/posts/sfcc-url-cracking-the-code/index.md,200,200,1,1,4442,4429,6,6,1,1,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-107,phase-8-visual-compare-2026-03-22,2026-03-22,/should-i-get-javascript-developer-i-certified/,src/content/posts/should-i-get-javascript-developer-i-certified/index.md,200,200,1,1,2781,2777,0,0,2,2,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-108,phase-8-visual-compare-2026-03-22,2026-03-22,/should-i-use-sfra-rest-endpoints-in-a-composable-storefront/,src/content/posts/should-i-use-sfra-rest-endpoints-in-a-composable-storefront/index.md,200,200,1,1,3247,3250,0,0,1,1,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-109,phase-8-visual-compare-2026-03-22,2026-03-22,/simplifying-the-salesforce-order-of-execution/,src/content/posts/simplifying-the-salesforce-order-of-execution/index.md,200,200,1,1,8526,8509,0,0,2,2,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-110,phase-8-visual-compare-2026-03-22,2026-03-22,/sitegenesis-vs-sfra-vs-pwa/,src/content/posts/sitegenesis-vs-sfra-vs-pwa/index.md,200,200,1,1,8198,8252,0,0,7,7,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-111,phase-8-visual-compare-2026-03-22,2026-03-22,/slas-in-sfra-or-sitegenesis/,src/content/posts/slas-in-sfra-or-sitegenesis/index.md,200,200,1,1,13239,13226,0,0,2,2,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-112,phase-8-visual-compare-2026-03-22,2026-03-22,/slicing-versus-variation-groups-in-sfcc/,src/content/posts/slicing-versus-variation-groups-in-sfcc/index.md,200,200,1,1,6503,6502,0,0,4,4,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-113,phase-8-visual-compare-2026-03-22,2026-03-22,/storefront-protection-in-the-pwa-kit/,src/content/posts/storefront-protection-in-the-pwa-kit/index.md,200,200,1,1,3879,3878,1,1,2,2,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-114,phase-8-visual-compare-2026-03-22,2026-03-22,/submit-multipart-form-data-to-a-third-party-service-in-sfcc/,src/content/posts/submit-multipart-form-data-to-a-third-party-service-in-sfcc/index.md,200,200,1,1,3506,3506,4,4,1,1,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-115,phase-8-visual-compare-2026-03-22,2026-03-22,/submitting-a-file-to-a-third-party-service-in-sfcc/,src/content/posts/submitting-a-file-to-a-third-party-service-in-sfcc/index.md,200,200,1,1,4421,4480,5,5,2,2,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-116,phase-8-visual-compare-2026-03-22,2026-03-22,/taming-the-beast-a-developers-deep-dive-into-sfcc-meta-tag-rules/,src/content/posts/taming-the-beast-a-developers-deep-dive-into-sfcc-meta-tag-rules/index.md,200,200,1,1,19779,19808,0,0,6,6,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-117,phase-8-visual-compare-2026-03-22,2026-03-22,/the-attribute-fallback-system-in-sfcc/,src/content/posts/the-attribute-fallback-system-in-sfcc/index.md,200,200,1,1,5349,5351,0,0,3,3,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-118,phase-8-visual-compare-2026-03-22,2026-03-22,/the-b2c-commerce-architect-certification/,src/content/posts/the-b2c-commerce-architect-certification/index.md,200,200,1,1,11591,11587,0,0,2,2,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-119,phase-8-visual-compare-2026-03-22,2026-03-22,/the-createorders-api-in-sfcc/,src/content/posts/the-createorders-api-in-sfcc/index.md,200,200,1,1,6451,6297,3,3,2,2,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-120,phase-8-visual-compare-2026-03-22,2026-03-22,/the-deprecation-of-the-uuid-token-for-api-clients/,src/content/posts/the-deprecation-of-the-uuid-token-for-api-clients/index.md,200,200,1,1,5969,6001,3,3,1,1,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-121,phase-8-visual-compare-2026-03-22,2026-03-22,/the-importance-of-origin-shielding/,src/content/posts/the-importance-of-origin-shielding/index.md,200,200,1,1,4961,4967,0,0,3,3,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-122,phase-8-visual-compare-2026-03-22,2026-03-22,/the-journey-from-developer-to-architect/,src/content/posts/the-journey-from-developer-to-architect/index.md,200,200,1,1,6371,6374,0,0,4,4,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-123,phase-8-visual-compare-2026-03-22,2026-03-22,/the-latest-in-sfcc-version-24-7/,src/content/posts/the-latest-in-sfcc-version-24-7/index.md,200,200,1,1,10094,10092,0,0,0,0,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-124,phase-8-visual-compare-2026-03-22,2026-03-22,/the-move-from-on-site-to-remote/,src/content/posts/the-move-from-on-site-to-remote/index.md,200,200,1,1,6012,6011,0,0,3,3,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-125,phase-8-visual-compare-2026-03-22,2026-03-22,/the-move-from-sitegenesis-and-sfra-to-the-composable-storefront-as-a-developer/,src/content/posts/the-move-from-sitegenesis-and-sfra-to-the-composable-storefront-as-a-developer/index.md,200,200,1,1,4396,4396,0,0,3,3,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-126,phase-8-visual-compare-2026-03-22,2026-03-22,/the-realm-split-field-guide-to-migrating-an-sfcc-site/,src/content/posts/the-realm-split-field-guide-to-migrating-an-sfcc-site/index.md,200,200,1,1,30926,30805,0,0,4,4,1,1,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-127,phase-8-visual-compare-2026-03-22,2026-03-22,/the-request-body-in-an-sfcc-controller/,src/content/posts/the-request-body-in-an-sfcc-controller/index.md,200,200,1,1,4307,4299,4,4,2,2,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-128,phase-8-visual-compare-2026-03-22,2026-03-22,/the-salesforce-b2c-commerce-cloud-environment/,src/content/posts/the-salesforce-b2c-commerce-cloud-environment/index.md,200,200,1,1,3927,3928,0,0,2,2,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-129,phase-8-visual-compare-2026-03-22,2026-03-22,/the-sfcc-guide-to-finding-pod-numbers/,src/content/posts/the-sfcc-guide-to-finding-pod-numbers/index.md,200,200,1,1,10865,10860,0,0,1,1,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-130,phase-8-visual-compare-2026-03-22,2026-03-22,/the-state-of-ohana-for-salesforce-commerce-cloud/,src/content/posts/the-state-of-ohana-for-salesforce-commerce-cloud/index.md,200,200,1,1,5362,5372,0,0,6,6,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-131,phase-8-visual-compare-2026-03-22,2026-03-22,/the-sunsetting-of-arc300-architect-b2c-commerce-solutions/,src/content/posts/the-sunsetting-of-arc300-architect-b2c-commerce-solutions/index.md,200,200,1,1,3803,3801,0,0,1,1,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-132,phase-8-visual-compare-2026-03-22,2026-03-22,/third-party-api-caching-in-commerce-cloud/,src/content/posts/third-party-api-caching-in-commerce-cloud/index.md,200,200,1,1,7694,7726,1,1,4,4,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-133,phase-8-visual-compare-2026-03-22,2026-03-22,/three-things-to-secure-sfcc/,src/content/posts/three-things-to-secure-sfcc/index.md,200,200,1,1,3512,3514,0,0,2,2,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-134,phase-8-visual-compare-2026-03-22,2026-03-22,/trailblazerdx-2022-for-b2c-commerce/,src/content/posts/trailblazerdx-2022-for-b2c-commerce/index.md,200,200,1,1,5189,5228,0,0,1,1,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-135,phase-8-visual-compare-2026-03-22,2026-03-22,/understanding-locale-fallback-in-sfcc/,src/content/posts/understanding-locale-fallback-in-sfcc/index.md,200,200,1,1,5573,5580,0,0,3,3,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-136,phase-8-visual-compare-2026-03-22,2026-03-22,/understanding-sfcc-instances/,src/content/posts/understanding-sfcc-instances/index.md,200,200,1,1,9292,9273,0,0,4,4,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-137,phase-8-visual-compare-2026-03-22,2026-03-22,/unravelling-the-mystery-of-dates-in-the-ocapi/,src/content/posts/unravelling-the-mystery-of-dates-in-the-ocapi/index.md,200,200,1,1,5038,5090,5,5,2,2,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-138,phase-8-visual-compare-2026-03-22,2026-03-22,/what-can-i-use-chatgpt-for-when-working-with-salesforce/,src/content/posts/what-can-i-use-chatgpt-for-when-working-with-salesforce/index.md,200,200,1,1,5789,5775,1,1,6,6,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-139,phase-8-visual-compare-2026-03-22,2026-03-22,/what-does-the-composable-storefront-mean-for-sfcc-developers/,src/content/posts/what-does-the-composable-storefront-mean-for-sfcc-developers/index.md,200,200,1,1,8380,8383,0,0,3,3,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-140,phase-8-visual-compare-2026-03-22,2026-03-22,/what-is-commerce-on-core/,src/content/posts/what-is-commerce-on-core/index.md,200,200,1,1,10226,10218,0,0,6,6,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-141,phase-8-visual-compare-2026-03-22,2026-03-22,/what-is-new-in-sfcc-24-6/,src/content/posts/what-is-new-in-sfcc-24-6/index.md,200,200,1,1,8559,8582,0,0,1,1,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-142,phase-8-visual-compare-2026-03-22,2026-03-22,/what-is-new-in-the-23-8-commerce-cloud-release/,src/content/posts/what-is-new-in-the-23-8-commerce-cloud-release/index.md,200,200,1,1,7887,7898,0,0,1,1,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-143,phase-8-visual-compare-2026-03-22,2026-03-22,/what-is-oci-omnichannel-inventory/,src/content/posts/what-is-oci-omnichannel-inventory/index.md,200,200,1,1,6084,6073,0,0,3,3,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-144,phase-8-visual-compare-2026-03-22,2026-03-22,/what-is-the-ocapi-session-bridge/,src/content/posts/what-is-the-ocapi-session-bridge/index.md,200,200,1,1,7563,7937,8,8,4,4,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-145,phase-8-visual-compare-2026-03-22,2026-03-22,/what-is-the-sfcc-managed-runtime/,src/content/posts/what-is-the-sfcc-managed-runtime/index.md,200,200,1,1,5079,5082,0,0,4,4,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-146,phase-8-visual-compare-2026-03-22,2026-03-22,/what-skills-do-i-need-as-a-sfcc-architect/,src/content/posts/what-skills-do-i-need-as-a-sfcc-architect/index.md,200,200,1,1,8121,8129,0,0,3,3,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-147,phase-8-visual-compare-2026-03-22,2026-03-22,/where-is-the-new-sfcc-documentation/,src/content/posts/where-is-the-new-sfcc-documentation/index.md,200,200,1,1,4939,4937,0,0,3,3,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-148,phase-8-visual-compare-2026-03-22,2026-03-22,/where-to-hook-into-an-sfra-controller/,src/content/posts/where-to-hook-into-an-sfra-controller/index.md,200,200,1,1,6550,6568,5,5,6,6,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-149,phase-8-visual-compare-2026-03-22,2026-03-22,/where-to-start-when-you-are-new-to-salesforce-b2c-commerce-cloud-development/,src/content/posts/where-to-start-when-you-are-new-to-salesforce-b2c-commerce-cloud-development/index.md,200,200,1,1,4188,4189,0,0,3,3,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-150,phase-8-visual-compare-2026-03-22,2026-03-22,/why-circumventing-sfcc-quota-limits-is-a-bad-idea/,src/content/posts/why-circumventing-sfcc-quota-limits-is-a-bad-idea/index.md,200,200,1,1,8420,8395,2,1,2,2,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
RHI-VIS-151,phase-8-visual-compare-2026-03-22,2026-03-22,/your-definitive-mobile-app-checklist/,src/content/posts/your-definitive-mobile-app-checklist/index.md,200,200,1,1,19330,19322,0,0,3,3,0,0,0,0,pass,none,visual-structure-aligned,Visual structure metrics are within tolerance for rendered article-body parity.,,
