legacy_url,resource_type,disposition,target_url,index_control_needed,implementation_layer,header_control_possible,owner
/wp-content/uploads/2024/10/multi-layered-caching.jpg,media,redirect,/media/2024/multi-layered-caching-b85c120088.jpg,no,edge-cdn,yes,engineering-owner
/wp-content/uploads/2024/10/scapi-server-side-web-tier-caching.jpg,media,redirect,/media/2024/scapi-server-side-web-tier-caching-ead7ec1b79.jpg,no,edge-cdn,yes,engineering-owner
/wp-content/uploads/2024/10/sfra-prepend-home-show.jpg,media,redirect,/media/2024/sfra-prepend-home-show-de79cdab82.jpg,no,edge-cdn,yes,engineering-owner
/wp-content/uploads/2024/11/clearing-httpclient-response-cache.png,media,redirect,/media/2024/clearing-httpclient-response-cache-c4b7ab1863.png,no,edge-cdn,yes,engineering-owner
/wp-content/uploads/2024/11/cloudflare-origin-shielding-error.png,media,redirect,/media/2024/cloudflare-origin-shielding-error-b81358c14c.png,no,edge-cdn,yes,engineering-owner
/wp-content/uploads/2024/11/configuring-underlying-clients.png,media,redirect,/media/2024/configuring-underlying-clients-95d307a0e7.png,no,edge-cdn,yes,engineering-owner
/wp-content/uploads/2024/11/online-protected-sfcc.jpg,media,redirect,/media/2024/online-protected-sfcc-b0634b710d.jpg,no,edge-cdn,yes,engineering-owner
/wp-content/uploads/2024/11/sfcc-service-framework.jpg,media,redirect,/media/2024/sfcc-service-framework-b996d130d4.jpg,no,edge-cdn,yes,engineering-owner
/wp-content/uploads/2024/11/storefront-protection-password-sfcc.png,media,redirect,/media/2024/storefront-protection-password-sfcc-c017798dc4.png,no,edge-cdn,yes,engineering-owner
/wp-content/uploads/2024/11/third-party-service-caching-results-e1731261763486.jpg,media,redirect,/media/2024/third-party-service-caching-results-e1731261763486-2847fa50c4.jpg,no,edge-cdn,yes,engineering-owner
/wp-content/uploads/2024/12/sfcc-email-settings.png,media,redirect,/media/2024/sfcc-email-settings-21507245df.png,no,edge-cdn,yes,engineering-owner
/wp-content/uploads/2025/03/send_ext_order_feeds_to_einstein.pdf,pdf,keep,null,no,pages-static,no,seo-owner
/wp-content/uploads/2025/04/defining-shared-variation-attributes.png,media,redirect,/media/2025/defining-shared-variation-attributes-92b82313b9.png,no,edge-cdn,yes,engineering-owner
/wp-content/uploads/2025/04/shared-variation-attributes.png,media,redirect,/media/2025/shared-variation-attributes-0d55796d17.png,no,edge-cdn,yes,engineering-owner
/wp-content/uploads/2025/06/ai-rubber-duck-scaled.jpeg,media,retire,null,no,none,no,migration-engineer
/wp-content/uploads/2025/06/core-web-vitals-visualised-e1750704059141.jpg,media,redirect,/media/2025/core-web-vitals-visualised-e1750704059141-9cbbc8c421.jpg,no,edge-cdn,yes,engineering-owner
/wp-content/uploads/2025/06/img_0132-scaled.jpeg,media,retire,null,no,none,no,migration-engineer
/wp-content/uploads/2025/06/rhino-with-ai-agents-scaled.jpeg,media,redirect,/media/2025/rhino-with-ai-agents-scaled-9d1423b5ab.jpeg,no,edge-cdn,yes,engineering-owner
/wp-content/uploads/2025/06/server-side-rendering-client-side.jpg,media,redirect,/media/2025/server-side-rendering-client-side-e72f226d1b.jpg,no,edge-cdn,yes,engineering-owner
/wp-content/uploads/2025/06/sitemap-business-manager-custom-sitemaps-sfcc.png,media,redirect,/media/2025/sitemap-business-manager-custom-sitemaps-sfcc-2fdf912121.png,no,edge-cdn,yes,engineering-owner
/wp-content/uploads/2025/06/sitemap-business-manager-job.jpg,media,redirect,/media/2025/sitemap-business-manager-job-13ba1762a2.jpg,no,edge-cdn,yes,engineering-owner
/wp-content/uploads/2025/06/sitemap-business-manager-sfcc.jpg,media,redirect,/media/2025/sitemap-business-manager-sfcc-1e208116dd.jpg,no,edge-cdn,yes,engineering-owner
/wp-content/uploads/2025/06/spa-performance-bottlenecks-scaled.jpeg,media,retire,null,no,none,no,migration-engineer
/wp-content/uploads/2025/06/taming-the-third-party-script-beast-scaled.jpeg,media,retire,null,no,none,no,migration-engineer
/wp-content/uploads/2025/06/the-ai-composer-scaled.jpeg,media,retire,null,no,none,no,migration-engineer
/wp-content/uploads/2025/06/the-architect-mindset-as-a-developer-with-ai-scaled.jpeg,media,retire,null,no,none,no,migration-engineer
/wp-content/uploads/2025/07/dis-traffic-jam-scaled.jpeg,media,retire,null,no,none,no,migration-engineer
/wp-content/uploads/2025/07/ods-custom-caches-business-manager.png,media,redirect,/media/2025/ods-custom-caches-business-manager-c30167212b.png,no,edge-cdn,yes,engineering-owner
/wp-content/uploads/2025/07/sfcc-when-not-to-use-dis-scaled.jpeg,media,retire,null,no,none,no,migration-engineer
/wp-content/uploads/2025/08/page-meta-tag-rules-sfcc-preview-scaled.png,media,retire,null,no,none,no,migration-engineer
/wp-content/uploads/2025/08/syntax-cheat-sheet-rosetta-stone-scaled.jpeg,media,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-1011.css?ver=1772886381,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-10175.css?ver=1772877449,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-10453.css?ver=1772875915,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-10508.css?ver=1772921196,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-10587.css?ver=1772902955,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-1061.css?ver=1772882795,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-10642.css?ver=1772895468,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-10683.css?ver=1772909015,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-1077.css?ver=1772876452,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-11082.css?ver=1772894715,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-11181.css?ver=1772878985,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-1124.css?ver=1772883566,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-11255.css?ver=1772879441,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-11362.css?ver=1772885980,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-11566.css?ver=1772875660,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-1161.css?ver=1772896990,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-11627.css?ver=1772912106,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-11658.css?ver=1772875915,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-11710.css?ver=1772877532,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-11734.css?ver=1772884939,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-11813.css?ver=1772882216,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-11871.css?ver=1772943217,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-11960.css?ver=1772875915,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-12020.css?ver=1772886575,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-1207.css?ver=1772899621,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-12087.css?ver=1772895222,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-12231.css?ver=1772875629,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-12325.css?ver=1772881820,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-12372.css?ver=1772900186,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-12435.css?ver=1772921090,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-12459.css?ver=1772875914,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-12535.css?ver=1772875629,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-1265.css?ver=1772886344,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-12739.css?ver=1772888574,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-12775.css?ver=1772884772,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-12891.css?ver=1772875891,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-12947.css?ver=1772879323,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-12990.css?ver=1772885428,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-13.css?ver=1772877869,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-1307.css?ver=1772899398,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-13098.css?ver=1772932628,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-13242.css?ver=1772884026,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-133.css?ver=1772884964,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-13311.css?ver=1772895024,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-13328.css?ver=1772875539,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-13525.css?ver=1772875730,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-13621.css?ver=1772875561,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-13802.css?ver=1772875730,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-1389.css?ver=1772884425,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-14004.css?ver=1772875730,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-14050.css?ver=1772875730,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-14142.css?ver=1772875730,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-14159.css?ver=1772875730,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-15.css?ver=1772875460,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-1551.css?ver=1772876069,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-1631.css?ver=1772895388,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-1678.css?ver=1772892449,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-17.css?ver=1772875425,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-1869.css?ver=1772920216,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-1894.css?ver=1772903111,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-1931.css?ver=1772900891,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-20.css?ver=1772875425,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-2082.css?ver=1772904023,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-2104.css?ver=1772902616,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-2253.css?ver=1772908784,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-2265.css?ver=1772881971,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-2358.css?ver=1772884747,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-2688.css?ver=1772989340,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-2770.css?ver=1772892319,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-2942.css?ver=1772875465,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-2978.css?ver=1772880170,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-3042.css?ver=1772875921,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-343.css?ver=1772875933,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-3433.css?ver=1772880627,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-352.css?ver=1772875425,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-355.css?ver=1772875425,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-3641.css?ver=1772890490,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-365.css?ver=1772892450,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-4.css?ver=1772875425,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-4274.css?ver=1772881320,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-431.css?ver=1772886080,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-4455.css?ver=1772911159,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-4596.css?ver=1772886443,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-4795.css?ver=1772915446,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-4801.css?ver=1772914496,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-4814.css?ver=1772892451,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-4827.css?ver=1772972057,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-4836.css?ver=1772909100,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-4854.css?ver=1772919746,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-4863.css?ver=1772936447,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-5072.css?ver=1772877406,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-528.css?ver=1772875928,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-5302.css?ver=1772884592,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-5406.css?ver=1772876596,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-567.css?ver=1772882247,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-6122.css?ver=1772875459,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-617.css?ver=1772875730,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-6248.css?ver=1772881187,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-6325.css?ver=1772905929,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-6585.css?ver=1772878660,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-664.css?ver=1772903640,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-6686.css?ver=1772908785,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-68.css?ver=1772899303,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-6992.css?ver=1772918316,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-705.css?ver=1772883216,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-73.css?ver=1772875810,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-7399.css?ver=1772888687,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-7485.css?ver=1772886369,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-7569.css?ver=1772883354,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-7979.css?ver=1772886227,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-805.css?ver=1772875931,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-8465.css?ver=1772886344,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-8698.css?ver=1772892958,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-8853.css?ver=1772886585,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-896.css?ver=1772935968,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-9054.css?ver=1772897578,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-9446.css?ver=1772960852,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-9476.css?ver=1772875925,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-9611.css?ver=1772947272,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-972.css?ver=1772886185,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-9752.css?ver=1772894019,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/css/post-9935.css?ver=1772891210,other,retire,null,no,none,no,migration-engineer
/wp-content/uploads/elementor/thumbs/page-designer-structure-new-q0uu07mbk2b779dng608ohzvqnewndt9ajezjc0u0w.png,media,redirect,/media/external/page-designer-structure-new-q0uu07mbk2b779dng608ohzvqnewndt9ajezjc0u0w-f987195ba3.png,no,edge-cdn,yes,engineering-owner
