scope,file,url,sampleGroup,check,status,severity,message,expected,actual
frontmatter,migration/output/content/posts/fetching-data-in-a-locale-with-sfcc.md,/fetching-data-in-a-locale-with-sfcc/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,79
frontmatter,migration/output/content/posts/getting-secured-with-the-24-5-salesforce-b2c-commerce-cloud-release.md,/getting-secured-with-the-24-5-salesforce-b2c-commerce-cloud-release/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,67
frontmatter,migration/output/content/posts/guide-to-the-getprops-method-in-sfcc.md,/guide-to-the-getprops-method-in-sfcc/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,63
frontmatter,migration/output/content/posts/how-to-change-the-code-compatibility-mode-in-salesforce-b2c-commerce-cloud.md,/how-to-change-the-code-compatibility-mode-in-salesforce-b2c-commerce-cloud/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,74
frontmatter,migration/output/content/posts/how-to-set-up-the-ecdn-in-sfcc-staging.md,/how-to-set-up-the-ecdn-in-sfcc-staging/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,67
frontmatter,migration/output/content/posts/how-to-use-node-18-with-sfra.md,/how-to-use-node-18-with-sfra/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,61
frontmatter,migration/output/content/posts/how-to-use-ocapi-scapi-hooks.md,/how-to-use-ocapi-scapi-hooks/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,87
frontmatter,migration/output/content/posts/kickstart-guide-for-new-sfcc-developers.md,/kickstart-guide-for-new-sfcc-developers/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,62
frontmatter,migration/output/content/posts/lag-to-riches-a-pwa-kit-developers-guide.md,/lag-to-riches-a-pwa-kit-developers-guide/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,67
frontmatter,migration/output/content/posts/mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud.md,/mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,67
frontmatter,migration/output/content/posts/mastering-sitemaps-in-sfcc.md,/mastering-sitemaps-in-sfcc/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,66
frontmatter,migration/output/content/posts/navigating-dates-calendars-in-sfcc.md,/navigating-dates-calendars-in-sfcc/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,75
frontmatter,migration/output/content/posts/non-technical-sfcc-certifications.md,/non-technical-sfcc-certifications/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,70
frontmatter,migration/output/content/posts/real-time-inventory-checks-in-sfcc.md,/real-time-inventory-checks-in-sfcc/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,66
frontmatter,migration/output/content/posts/reflecting-on-2-years-of-blogging.md,/reflecting-on-2-years-of-blogging/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,69
frontmatter,migration/output/content/posts/salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview.md,/salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,69
frontmatter,migration/output/content/posts/salesforce-payments-experience-explained.md,/salesforce-payments-experience-explained/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,62
frontmatter,migration/output/content/posts/sending-emails-from-sfcc.md,/sending-emails-from-sfcc/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,72
frontmatter,migration/output/content/posts/server-side-performance-in-sfcc.md,/server-side-performance-in-sfcc/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,72
frontmatter,migration/output/content/posts/sfcc-introduction.md,/sfcc-introduction/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,65
frontmatter,migration/output/content/posts/should-i-use-sfra-rest-endpoints-in-a-composable-storefront.md,/should-i-use-sfra-rest-endpoints-in-a-composable-storefront/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,79
frontmatter,migration/output/content/posts/slas-in-sfra-or-sitegenesis.md,/slas-in-sfra-or-sitegenesis/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,85
frontmatter,migration/output/content/posts/submit-multipart-form-data-to-a-third-party-service-in-sfcc.md,/submit-multipart-form-data-to-a-third-party-service-in-sfcc/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,61
frontmatter,migration/output/content/posts/taming-the-beast-a-developers-deep-dive-into-sfcc-meta-tag-rules.md,/taming-the-beast-a-developers-deep-dive-into-sfcc-meta-tag-rules/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,66
frontmatter,migration/output/content/posts/the-attribute-fallback-system-in-sfcc.md,/the-attribute-fallback-system-in-sfcc/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,69
frontmatter,migration/output/content/posts/the-b2c-commerce-architect-certification.md,/the-b2c-commerce-architect-certification/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,69
frontmatter,migration/output/content/posts/the-createorders-api-in-sfcc.md,/the-createorders-api-in-sfcc/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,64
frontmatter,migration/output/content/posts/the-importance-of-origin-shielding.md,/the-importance-of-origin-shielding/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,67
frontmatter,migration/output/content/posts/the-latest-in-sfcc-version-24-7.md,/the-latest-in-sfcc-version-24-7/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,70
frontmatter,migration/output/content/posts/the-move-from-sitegenesis-and-sfra-to-the-composable-storefront-as-a-developer.md,/the-move-from-sitegenesis-and-sfra-to-the-composable-storefront-as-a-developer/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,78
frontmatter,migration/output/content/posts/the-realm-split-field-guide-to-migrating-an-sfcc-site.md,/the-realm-split-field-guide-to-migrating-an-sfcc-site/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,68
frontmatter,migration/output/content/posts/the-request-body-in-an-sfcc-controller.md,/the-request-body-in-an-sfcc-controller/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,61
frontmatter,migration/output/content/posts/three-things-to-secure-sfcc.md,/three-things-to-secure-sfcc/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,61
frontmatter,migration/output/content/posts/understanding-locale-fallback-in-sfcc.md,/understanding-locale-fallback-in-sfcc/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,62
frontmatter,migration/output/content/posts/understanding-sfcc-instances.md,/understanding-sfcc-instances/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,70
frontmatter,migration/output/content/posts/what-does-the-composable-storefront-mean-for-sfcc-developers.md,/what-does-the-composable-storefront-mean-for-sfcc-developers/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,61
frontmatter,migration/output/content/posts/what-skills-do-i-need-as-a-sfcc-architect.md,/what-skills-do-i-need-as-a-sfcc-architect/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,63
frontmatter,migration/output/content/posts/where-to-start-when-you-are-new-to-salesforce-b2c-commerce-cloud-development.md,/where-to-start-when-you-are-new-to-salesforce-b2c-commerce-cloud-development/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,77
frontmatter,migration/output/content/posts/why-circumventing-sfcc-quota-limits-is-a-bad-idea.md,/why-circumventing-sfcc-quota-limits-is-a-bad-idea/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,74
frontmatter,migration/output/content/posts/your-definitive-mobile-app-checklist.md,/your-definitive-mobile-app-checklist/,,title_length,warn,medium,title exceeds the recommended 60-character limit.,<= 60 characters,80
sampling,,,homepage,sample_coverage,pass,none,Representative sample coverage met the homepage target.,1,1
sampling,,,top_traffic,sample_coverage,pass,none,Representative sample coverage met the top_traffic target.,10,10
sampling,,,category,sample_coverage,pass,none,Representative sample coverage met the category target.,5,5
sampling,,,video,sample_coverage,pass,none,Representative sample coverage met the video target.,3,3
sampling,,,backlink,sample_coverage,pass,none,Representative sample coverage met the backlink target.,5,5
frontmatter,migration/output/content/pages/home.md,/,,page_frontmatter,pass,none,Required front matter checks passed.,,
rendered,tmp/rhi039-public/index.html,/,homepage,canonical_matches_target,pass,none,Rendered canonical matches the expected target URL.,https://www.rhino-inquisitor.com/,https://www.rhino-inquisitor.com/
rendered,tmp/rhi039-public/index.html,/,homepage,internal_links_canonical,pass,none,Sampled internal links resolve to canonical or valid in-build targets.,canonical internal links,
rendered,tmp/rhi039-public/index.html,/,homepage,sitemap_contains_route,pass,none,Sampled route is present in sitemap.xml.,/,/
frontmatter,migration/output/content/posts/20-years-of-dreamforce.md,/20-years-of-dreamforce/,,page_frontmatter,pass,none,Required front matter checks passed.,,
rendered,tmp/rhi039-public/20-years-of-dreamforce/index.html,/20-years-of-dreamforce/,merge_target,canonical_matches_target,pass,none,Rendered canonical matches the expected target URL.,https://www.rhino-inquisitor.com/20-years-of-dreamforce/,https://www.rhino-inquisitor.com/20-years-of-dreamforce/
rendered,tmp/rhi039-public/20-years-of-dreamforce/index.html,/20-years-of-dreamforce/,merge_target,internal_links_canonical,pass,none,Sampled internal links resolve to canonical or valid in-build targets.,canonical internal links,
rendered,tmp/rhi039-public/20-years-of-dreamforce/index.html,/20-years-of-dreamforce/,merge_target,merge_canonical_target,pass,none,Merge target renders with the canonical target URL rather than a legacy source URL.,https://www.rhino-inquisitor.com/20-years-of-dreamforce/,/?p=4455
rendered,tmp/rhi039-public/20-years-of-dreamforce/index.html,/20-years-of-dreamforce/,merge_target,sitemap_contains_route,pass,none,Sampled route is present in sitemap.xml.,/20-years-of-dreamforce/,/20-years-of-dreamforce/
rendered,tmp/rhi039-public/a-beginners-guide-to-webdav-in-sfcc/index.html,/a-beginners-guide-to-webdav-in-sfcc/,top_traffic,canonical_matches_target,pass,none,Rendered canonical matches the expected target URL.,https://www.rhino-inquisitor.com/a-beginners-guide-to-webdav-in-sfcc/,https://www.rhino-inquisitor.com/a-beginners-guide-to-webdav-in-sfcc/
rendered,tmp/rhi039-public/a-beginners-guide-to-webdav-in-sfcc/index.html,/a-beginners-guide-to-webdav-in-sfcc/,merge_target,canonical_matches_target,pass,none,Rendered canonical matches the expected target URL.,https://www.rhino-inquisitor.com/a-beginners-guide-to-webdav-in-sfcc/,https://www.rhino-inquisitor.com/a-beginners-guide-to-webdav-in-sfcc/
rendered,tmp/rhi039-public/a-beginners-guide-to-webdav-in-sfcc/index.html,/a-beginners-guide-to-webdav-in-sfcc/,top_traffic,internal_links_canonical,pass,none,Sampled internal links resolve to canonical or valid in-build targets.,canonical internal links,
rendered,tmp/rhi039-public/a-beginners-guide-to-webdav-in-sfcc/index.html,/a-beginners-guide-to-webdav-in-sfcc/,merge_target,internal_links_canonical,pass,none,Sampled internal links resolve to canonical or valid in-build targets.,canonical internal links,
rendered,tmp/rhi039-public/a-beginners-guide-to-webdav-in-sfcc/index.html,/a-beginners-guide-to-webdav-in-sfcc/,merge_target,merge_canonical_target,pass,none,Merge target renders with the canonical target URL rather than a legacy source URL.,https://www.rhino-inquisitor.com/a-beginners-guide-to-webdav-in-sfcc/,/?p=8698
rendered,tmp/rhi039-public/a-beginners-guide-to-webdav-in-sfcc/index.html,/a-beginners-guide-to-webdav-in-sfcc/,top_traffic,sitemap_contains_route,pass,none,Sampled route is present in sitemap.xml.,/a-beginners-guide-to-webdav-in-sfcc/,/a-beginners-guide-to-webdav-in-sfcc/
rendered,tmp/rhi039-public/a-beginners-guide-to-webdav-in-sfcc/index.html,/a-beginners-guide-to-webdav-in-sfcc/,merge_target,sitemap_contains_route,pass,none,Sampled route is present in sitemap.xml.,/a-beginners-guide-to-webdav-in-sfcc/,/a-beginners-guide-to-webdav-in-sfcc/
frontmatter,migration/output/content/posts/a-deep-dive-into-the-23-7-sfcc-release.md,/a-deep-dive-into-the-23-7-sfcc-release/,,page_frontmatter,pass,none,Required front matter checks passed.,,
rendered,tmp/rhi039-public/a-dev-guide-to-combating-fraud-on-sfcc/index.html,/a-dev-guide-to-combating-fraud-on-sfcc/,merge_target,canonical_matches_target,pass,none,Rendered canonical matches the expected target URL.,https://www.rhino-inquisitor.com/a-dev-guide-to-combating-fraud-on-sfcc/,https://www.rhino-inquisitor.com/a-dev-guide-to-combating-fraud-on-sfcc/
rendered,tmp/rhi039-public/a-dev-guide-to-combating-fraud-on-sfcc/index.html,/a-dev-guide-to-combating-fraud-on-sfcc/,merge_target,internal_links_canonical,pass,none,Sampled internal links resolve to canonical or valid in-build targets.,canonical internal links,
rendered,tmp/rhi039-public/a-dev-guide-to-combating-fraud-on-sfcc/index.html,/a-dev-guide-to-combating-fraud-on-sfcc/,merge_target,merge_canonical_target,pass,none,Merge target renders with the canonical target URL rather than a legacy source URL.,https://www.rhino-inquisitor.com/a-dev-guide-to-combating-fraud-on-sfcc/,/?p=13802
rendered,tmp/rhi039-public/a-dev-guide-to-combating-fraud-on-sfcc/index.html,/a-dev-guide-to-combating-fraud-on-sfcc/,merge_target,sitemap_contains_route,pass,none,Sampled route is present in sitemap.xml.,/a-dev-guide-to-combating-fraud-on-sfcc/,/a-dev-guide-to-combating-fraud-on-sfcc/
rendered,tmp/rhi039-public/a-look-at-the-23-9-commerce-cloud-release/index.html,/a-look-at-the-23-9-commerce-cloud-release/,merge_target,canonical_matches_target,pass,none,Rendered canonical matches the expected target URL.,https://www.rhino-inquisitor.com/a-look-at-the-23-9-commerce-cloud-release/,https://www.rhino-inquisitor.com/a-look-at-the-23-9-commerce-cloud-release/
rendered,tmp/rhi039-public/a-look-at-the-23-9-commerce-cloud-release/index.html,/a-look-at-the-23-9-commerce-cloud-release/,merge_target,internal_links_canonical,pass,none,Sampled internal links resolve to canonical or valid in-build targets.,canonical internal links,
rendered,tmp/rhi039-public/a-look-at-the-23-9-commerce-cloud-release/index.html,/a-look-at-the-23-9-commerce-cloud-release/,merge_target,merge_canonical_target,pass,none,Merge target renders with the canonical target URL rather than a legacy source URL.,https://www.rhino-inquisitor.com/a-look-at-the-23-9-commerce-cloud-release/,/?p=9935
rendered,tmp/rhi039-public/a-look-at-the-23-9-commerce-cloud-release/index.html,/a-look-at-the-23-9-commerce-cloud-release/,merge_target,sitemap_contains_route,pass,none,Sampled route is present in sitemap.xml.,/a-look-at-the-23-9-commerce-cloud-release/,/a-look-at-the-23-9-commerce-cloud-release/
frontmatter,migration/output/content/posts/a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release.md,/a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/,,page_frontmatter,pass,none,Required front matter checks passed.,,
rendered,tmp/rhi039-public/a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/index.html,/a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/,merge_target,canonical_matches_target,pass,none,Rendered canonical matches the expected target URL.,https://www.rhino-inquisitor.com/a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/,https://www.rhino-inquisitor.com/a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/
rendered,tmp/rhi039-public/a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/index.html,/a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/,merge_target,internal_links_canonical,pass,none,Sampled internal links resolve to canonical or valid in-build targets.,canonical internal links,
rendered,tmp/rhi039-public/a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/index.html,/a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/,merge_target,merge_canonical_target,pass,none,Merge target renders with the canonical target URL rather than a legacy source URL.,https://www.rhino-inquisitor.com/a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/,/?p=9054
rendered,tmp/rhi039-public/a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/index.html,/a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/,merge_target,sitemap_contains_route,pass,none,Sampled route is present in sitemap.xml.,/a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/,/a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/
frontmatter,migration/output/content/posts/a-look-at-the-salesforce-b2c-commerce-cloud-24-2-release.md,/a-look-at-the-salesforce-b2c-commerce-cloud-24-2-release/,,page_frontmatter,pass,none,Required front matter checks passed.,,
frontmatter,migration/output/content/posts/a-look-at-the-sfcc-23-5-release.md,/a-look-at-the-sfcc-23-5-release/,,page_frontmatter,pass,none,Required front matter checks passed.,,
frontmatter,migration/output/content/posts/a-look-back-at-origin-shielding.md,/a-look-back-at-origin-shielding/,,page_frontmatter,pass,none,Required front matter checks passed.,,
frontmatter,migration/output/content/posts/a-new-commerce-cloud-community-in-town.md,/a-new-commerce-cloud-community-in-town/,,page_frontmatter,pass,none,Required front matter checks passed.,,
frontmatter,migration/output/content/posts/a-new-day-for-commerce-recap.md,/a-new-day-for-commerce-recap/,,page_frontmatter,pass,none,Required front matter checks passed.,,
frontmatter,migration/output/content/pages/about.md,/about/,,page_frontmatter,pass,none,Required front matter checks passed.,,
frontmatter,migration/output/content/posts/ai-automation-to-augmentation-at-work.md,/ai-automation-to-augmentation-at-work/,,page_frontmatter,pass,none,Required front matter checks passed.,,
frontmatter,migration/output/content/posts/ai-einstein-in-salesforce-b2c-commerce-cloud.md,/ai-einstein-in-salesforce-b2c-commerce-cloud/,,page_frontmatter,pass,none,Required front matter checks passed.,,
rendered,tmp/rhi039-public/ai-einstein-in-salesforce-b2c-commerce-cloud/index.html,/ai-einstein-in-salesforce-b2c-commerce-cloud/,backlink,canonical_matches_target,pass,none,Rendered canonical matches the expected target URL.,https://www.rhino-inquisitor.com/ai-einstein-in-salesforce-b2c-commerce-cloud/,https://www.rhino-inquisitor.com/ai-einstein-in-salesforce-b2c-commerce-cloud/
rendered,tmp/rhi039-public/ai-einstein-in-salesforce-b2c-commerce-cloud/index.html,/ai-einstein-in-salesforce-b2c-commerce-cloud/,backlink,internal_links_canonical,pass,none,Sampled internal links resolve to canonical or valid in-build targets.,canonical internal links,
rendered,tmp/rhi039-public/ai-einstein-in-salesforce-b2c-commerce-cloud/index.html,/ai-einstein-in-salesforce-b2c-commerce-cloud/,backlink,sitemap_contains_route,pass,none,Sampled route is present in sitemap.xml.,/ai-einstein-in-salesforce-b2c-commerce-cloud/,/ai-einstein-in-salesforce-b2c-commerce-cloud/
frontmatter,migration/output/content/posts/b2c-commerce-cloud-campaign-erd.md,/b2c-commerce-cloud-campaign-erd/,,page_frontmatter,pass,none,Required front matter checks passed.,,
frontmatter,migration/output/content/posts/b2c-commerce-whats-new-in-22-4.md,/b2c-commerce-whats-new-in-22-4/,,page_frontmatter,pass,none,Required front matter checks passed.,,
frontmatter,migration/output/content/posts/b2c-commerce-whats-new-in-the-22-3-release.md,/b2c-commerce-whats-new-in-the-22-3-release/,,page_frontmatter,pass,none,Required front matter checks passed.,,
frontmatter,migration/output/content/posts/caching-in-the-sfcc-composable-storefront.md,/caching-in-the-sfcc-composable-storefront/,,page_frontmatter,pass,none,Required front matter checks passed.,,
rendered,tmp/rhi039-public/caching-in-the-sfcc-composable-storefront/index.html,/caching-in-the-sfcc-composable-storefront/,top_traffic,canonical_matches_target,pass,none,Rendered canonical matches the expected target URL.,https://www.rhino-inquisitor.com/caching-in-the-sfcc-composable-storefront/,https://www.rhino-inquisitor.com/caching-in-the-sfcc-composable-storefront/
rendered,tmp/rhi039-public/caching-in-the-sfcc-composable-storefront/index.html,/caching-in-the-sfcc-composable-storefront/,top_traffic,internal_links_canonical,pass,none,Sampled internal links resolve to canonical or valid in-build targets.,canonical internal links,
rendered,tmp/rhi039-public/caching-in-the-sfcc-composable-storefront/index.html,/caching-in-the-sfcc-composable-storefront/,top_traffic,sitemap_contains_route,pass,none,Sampled route is present in sitemap.xml.,/caching-in-the-sfcc-composable-storefront/,/caching-in-the-sfcc-composable-storefront/
frontmatter,migration/output/content/pages/can-a-isslot-element-have-a-dynamic-id.md,/can-a-isslot-element-have-a-dynamic-id/,,page_frontmatter,pass,none,Required front matter checks passed.,,
rendered,tmp/rhi039-public/category/ai/index.html,/category/ai/,category,canonical_matches_target,pass,none,Rendered canonical matches the expected target URL.,https://www.rhino-inquisitor.com/category/ai/,https://www.rhino-inquisitor.com/category/ai/
rendered,tmp/rhi039-public/category/ai/index.html,/category/ai/,category,internal_links_canonical,pass,none,Sampled internal links resolve to canonical or valid in-build targets.,canonical internal links,
rendered,tmp/rhi039-public/category/ai/index.html,/category/ai/,category,sitemap_contains_route,pass,none,Sampled route is present in sitemap.xml.,/category/ai/,/category/ai/
rendered,tmp/rhi039-public/category/architecture/index.html,/category/architecture/,category,canonical_matches_target,pass,none,Rendered canonical matches the expected target URL.,https://www.rhino-inquisitor.com/category/architecture/,https://www.rhino-inquisitor.com/category/architecture/
rendered,tmp/rhi039-public/category/architecture/index.html,/category/architecture/,category,internal_links_canonical,pass,none,Sampled internal links resolve to canonical or valid in-build targets.,canonical internal links,
rendered,tmp/rhi039-public/category/architecture/index.html,/category/architecture/,category,sitemap_contains_route,pass,none,Sampled route is present in sitemap.xml.,/category/architecture/,/category/architecture/
rendered,tmp/rhi039-public/category/certification/index.html,/category/certification/,category,canonical_matches_target,pass,none,Rendered canonical matches the expected target URL.,https://www.rhino-inquisitor.com/category/certification/,https://www.rhino-inquisitor.com/category/certification/
rendered,tmp/rhi039-public/category/certification/index.html,/category/certification/,category,internal_links_canonical,pass,none,Sampled internal links resolve to canonical or valid in-build targets.,canonical internal links,
rendered,tmp/rhi039-public/category/certification/index.html,/category/certification/,category,sitemap_contains_route,pass,none,Sampled route is present in sitemap.xml.,/category/certification/,/category/certification/
rendered,tmp/rhi039-public/category/community/index.html,/category/community/,category,canonical_matches_target,pass,none,Rendered canonical matches the expected target URL.,https://www.rhino-inquisitor.com/category/community/,https://www.rhino-inquisitor.com/category/community/
rendered,tmp/rhi039-public/category/community/index.html,/category/community/,category,internal_links_canonical,pass,none,Sampled internal links resolve to canonical or valid in-build targets.,canonical internal links,
rendered,tmp/rhi039-public/category/community/index.html,/category/community/,category,sitemap_contains_route,pass,none,Sampled route is present in sitemap.xml.,/category/community/,/category/community/
rendered,tmp/rhi039-public/category/corporate/index.html,/category/corporate/,category,canonical_matches_target,pass,none,Rendered canonical matches the expected target URL.,https://www.rhino-inquisitor.com/category/corporate/,https://www.rhino-inquisitor.com/category/corporate/
rendered,tmp/rhi039-public/category/corporate/index.html,/category/corporate/,category,internal_links_canonical,pass,none,Sampled internal links resolve to canonical or valid in-build targets.,canonical internal links,
rendered,tmp/rhi039-public/category/corporate/index.html,/category/corporate/,category,sitemap_contains_route,pass,none,Sampled route is present in sitemap.xml.,/category/corporate/,/category/corporate/
frontmatter,migration/output/content/posts/certifications-for-salesforce-b2c-commerce-cloud.md,/certifications-for-salesforce-b2c-commerce-cloud/,,page_frontmatter,pass,none,Required front matter checks passed.,,
frontmatter,migration/output/content/posts/commerce-cloud-t-shirts-on-shirtforce.md,/commerce-cloud-t-shirts-on-shirtforce/,,page_frontmatter,pass,none,Required front matter checks passed.,,
frontmatter,migration/output/content/pages/community-repositories.md,/community-repositories/,,page_frontmatter,pass,none,Required front matter checks passed.,,
frontmatter,migration/output/content/posts/community-salesforce-events-and-commerce-cloud.md,/community-salesforce-events-and-commerce-cloud/,,page_frontmatter,pass,none,Required front matter checks passed.,,
frontmatter,migration/output/content/pages/cookie-policy-eu.md,/cookie-policy-eu/,,page_frontmatter,pass,none,Required front matter checks passed.,,
frontmatter,migration/output/content/posts/creating-custom-ocapi-endpoints.md,/creating-custom-ocapi-endpoints/,,page_frontmatter,pass,none,Required front matter checks passed.,,
rendered,tmp/rhi039-public/creating-custom-ocapi-endpoints/index.html,/creating-custom-ocapi-endpoints/,top_traffic,canonical_matches_target,pass,none,Rendered canonical matches the expected target URL.,https://www.rhino-inquisitor.com/creating-custom-ocapi-endpoints/,https://www.rhino-inquisitor.com/creating-custom-ocapi-endpoints/
rendered,tmp/rhi039-public/creating-custom-ocapi-endpoints/index.html,/creating-custom-ocapi-endpoints/,top_traffic,internal_links_canonical,pass,none,Sampled internal links resolve to canonical or valid in-build targets.,canonical internal links,
rendered,tmp/rhi039-public/creating-custom-ocapi-endpoints/index.html,/creating-custom-ocapi-endpoints/,top_traffic,sitemap_contains_route,pass,none,Sampled route is present in sitemap.xml.,/creating-custom-ocapi-endpoints/,/creating-custom-ocapi-endpoints/
frontmatter,migration/output/content/posts/custom-ttf-fonts-in-pdf-for-sfcc.md,/custom-ttf-fonts-in-pdf-for-sfcc/,,page_frontmatter,pass,none,Required front matter checks passed.,,
frontmatter,migration/output/content/posts/delta-exports-in-salesforce-b2c-commerce-cloud.md,/delta-exports-in-salesforce-b2c-commerce-cloud/,,page_frontmatter,pass,none,Required front matter checks passed.,,
frontmatter,migration/output/content/posts/digging-into-the-b2c-commerce-cloud-24-3-release.md,/digging-into-the-b2c-commerce-cloud-24-3-release/,,page_frontmatter,pass,none,Required front matter checks passed.,,
frontmatter,migration/output/content/posts/events-and-the-golden-hoodie.md,/events-and-the-golden-hoodie/,,page_frontmatter,pass,none,Required front matter checks passed.,,
frontmatter,migration/output/content/posts/everything-new-in-sfcc-23-4.md,/everything-new-in-sfcc-23-4/,,page_frontmatter,pass,none,Required front matter checks passed.,,
rendered,tmp/rhi039-public/everything-new-in-sfcc-23-4/index.html,/everything-new-in-sfcc-23-4/,video,canonical_matches_target,pass,none,Rendered canonical matches the expected target URL.,https://www.rhino-inquisitor.com/everything-new-in-sfcc-23-4/,https://www.rhino-inquisitor.com/everything-new-in-sfcc-23-4/
rendered,tmp/rhi039-public/everything-new-in-sfcc-23-4/index.html,/everything-new-in-sfcc-23-4/,video,internal_links_canonical,pass,none,Sampled internal links resolve to canonical or valid in-build targets.,canonical internal links,
rendered,tmp/rhi039-public/everything-new-in-sfcc-23-4/index.html,/everything-new-in-sfcc-23-4/,video,sitemap_contains_route,pass,none,Sampled route is present in sitemap.xml.,/everything-new-in-sfcc-23-4/,/everything-new-in-sfcc-23-4/
frontmatter,migration/output/content/posts/field-guide-to-custom-caches-in-sfcc.md,/field-guide-to-custom-caches-in-sfcc/,,page_frontmatter,pass,none,Required front matter checks passed.,,
frontmatter,migration/output/content/posts/get-connected-at-salesforce-connections-2022.md,/get-connected-at-salesforce-connections-2022/,,page_frontmatter,pass,none,Required front matter checks passed.,,
frontmatter,migration/output/content/posts/getting-to-know-sfra-as-a-developer.md,/getting-to-know-sfra-as-a-developer/,,page_frontmatter,pass,none,Required front matter checks passed.,,
frontmatter,migration/output/content/posts/getting-to-know-the-sfcc-24-4-release.md,/getting-to-know-the-sfcc-24-4-release/,,page_frontmatter,pass,none,Required front matter checks passed.,,
