legacy_url,route_class,disposition,target_url,outcome_verified,http_status,notes
/,page,keep,/,yes,200,Published keep route verified at index.html.
/?p=10100,system,redirect,/chasing-clouds-catching-up-with-the-commercecrew-at-dreamforce-2023/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target chasing-clouds-catching-up-with-the-commercecrew-at-dreamforce-2023/index.html exists.
/?p=1011,system,redirect,/preparing-for-the-b2c-commerce-developer-certification/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target preparing-for-the-b2c-commerce-developer-certification/index.html exists.
/?p=10175,system,redirect,/salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview/index.html exists.
/?p=10453,system,redirect,/new-apis-and-features-for-a-headless-sfcc/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target new-apis-and-features-for-a-headless-sfcc/index.html exists.
/?p=10508,system,redirect,/slicing-versus-variation-groups-in-sfcc/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target slicing-versus-variation-groups-in-sfcc/index.html exists.
/?p=10587,system,redirect,/leveraging-generic-mappings-in-sfcc/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target leveraging-generic-mappings-in-sfcc/index.html exists.
/?p=1061,system,redirect,/is-salesforce-certification-worth-it/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target is-salesforce-certification-worth-it/index.html exists.
/?p=10642,system,redirect,/mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud/index.html exists.
/?p=10683,system,redirect,/why-circumventing-sfcc-quota-limits-is-a-bad-idea/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target why-circumventing-sfcc-quota-limits-is-a-bad-idea/index.html exists.
/?p=1077,system,redirect,/video/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target video/index.html exists.
/?p=11082,system,redirect,/sfcc-24-1-release-a-new-year-update/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target sfcc-24-1-release-a-new-year-update/index.html exists.
/?p=11181,system,redirect,/understanding-locale-fallback-in-sfcc/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target understanding-locale-fallback-in-sfcc/index.html exists.
/?p=1124,system,redirect,/server-side-performance-in-sfcc/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target server-side-performance-in-sfcc/index.html exists.
/?p=11255,system,redirect,/a-look-at-the-salesforce-b2c-commerce-cloud-24-2-release/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target a-look-at-the-salesforce-b2c-commerce-cloud-24-2-release/index.html exists.
/?p=11362,system,redirect,/the-attribute-fallback-system-in-sfcc/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target the-attribute-fallback-system-in-sfcc/index.html exists.
/?p=11566,system,redirect,/digging-into-the-b2c-commerce-cloud-24-3-release/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target digging-into-the-b2c-commerce-cloud-24-3-release/index.html exists.
/?p=1161,system,redirect,/the-move-from-on-site-to-remote/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target the-move-from-on-site-to-remote/index.html exists.
/?p=11627,system,redirect,/reflecting-on-2-years-of-blogging/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target reflecting-on-2-years-of-blogging/index.html exists.
/?p=11658,system,redirect,/in-the-ring-ocapi-versus-scapi/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target in-the-ring-ocapi-versus-scapi/index.html exists.
/?p=11710,system,redirect,/migrate-magento-passwords-using-argon2/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target migrate-magento-passwords-using-argon2/index.html exists.
/?p=11734,system,redirect,/getting-to-know-the-sfcc-24-4-release/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target getting-to-know-the-sfcc-24-4-release/index.html exists.
/?p=11813,system,redirect,/getting-secured-with-the-24-5-salesforce-b2c-commerce-cloud-release/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target getting-secured-with-the-24-5-salesforce-b2c-commerce-cloud-release/index.html exists.
/?p=11871,system,redirect,/salesforce-connections-2024-and-sfcc/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target salesforce-connections-2024-and-sfcc/index.html exists.
/?p=11960,system,redirect,/what-is-new-in-sfcc-24-6/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target what-is-new-in-sfcc-24-6/index.html exists.
/?p=12020,system,redirect,/the-latest-in-sfcc-version-24-7/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target the-latest-in-sfcc-version-24-7/index.html exists.
/?p=1207,system,redirect,/lets-go-live-ecdn/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target lets-go-live-ecdn/index.html exists.
/?p=12087,system,redirect,/it-sure-has-been-quiet-on-this-blog/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target it-sure-has-been-quiet-on-this-blog/index.html exists.
/?p=12231,system,redirect,/caching-in-the-sfcc-composable-storefront/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target caching-in-the-sfcc-composable-storefront/index.html exists.
/?p=12325,system,redirect,/should-i-use-sfra-rest-endpoints-in-a-composable-storefront/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target should-i-use-sfra-rest-endpoints-in-a-composable-storefront/index.html exists.
/?p=12372,system,redirect,/the-importance-of-origin-shielding/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target the-importance-of-origin-shielding/index.html exists.
/?p=12435,system,redirect,/swc-and-storybook-error-failed-to-load-native-binding/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target swc-and-storybook-error-failed-to-load-native-binding/index.html exists.
/?p=12459,system,redirect,/sfcc-introduction/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target sfcc-introduction/index.html exists.
/?p=12535,system,redirect,/third-party-api-caching-in-commerce-cloud/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target third-party-api-caching-in-commerce-cloud/index.html exists.
/?p=1265,system,redirect,/certifications-for-salesforce-b2c-commerce-cloud/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target certifications-for-salesforce-b2c-commerce-cloud/index.html exists.
/?p=12739,system,redirect,/storefront-protection-in-the-pwa-kit/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target storefront-protection-in-the-pwa-kit/index.html exists.
/?p=12775,system,redirect,/sending-emails-from-sfcc/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target sending-emails-from-sfcc/index.html exists.
/?p=12891,system,redirect,/local-vs-shared-variation-attributes-sfcc/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target local-vs-shared-variation-attributes-sfcc/index.html exists.
/?p=12947,system,redirect,/mastering-sitemaps-in-sfcc/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target mastering-sitemaps-in-sfcc/index.html exists.
/?p=12990,system,redirect,/lag-to-riches-a-pwa-kit-developers-guide/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target lag-to-riches-a-pwa-kit-developers-guide/index.html exists.
/?p=1307,system,redirect,/salesforce-b2c-commerce-the-22-5-release/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target salesforce-b2c-commerce-the-22-5-release/index.html exists.
/?p=13098,system,redirect,/ai-wont-steal-your-sfcc-job-but-a-developer-using-ai-will/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target ai-wont-steal-your-sfcc-job-but-a-developer-using-ai-will/index.html exists.
/?p=13242,system,redirect,/image-ine-sfcc-dis-for-developers/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target image-ine-sfcc-dis-for-developers/index.html exists.
/?p=133,system,redirect,/pdf-and-salesforce-commerce-cloud-b2c/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target pdf-and-salesforce-commerce-cloud-b2c/index.html exists.
/?p=13311,system,redirect,/the-sfcc-guide-to-finding-pod-numbers/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target the-sfcc-guide-to-finding-pod-numbers/index.html exists.
/?p=13328,system,redirect,/field-guide-to-custom-caches-in-sfcc/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target field-guide-to-custom-caches-in-sfcc/index.html exists.
/?p=13525,system,redirect,/taming-the-beast-a-developers-deep-dive-into-sfcc-meta-tag-rules/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target taming-the-beast-a-developers-deep-dive-into-sfcc-meta-tag-rules/index.html exists.
/?p=13621,system,redirect,/kickstart-guide-for-new-sfcc-developers/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target kickstart-guide-for-new-sfcc-developers/index.html exists.
/?p=13802,system,redirect,/a-dev-guide-to-combating-fraud-on-sfcc/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target a-dev-guide-to-combating-fraud-on-sfcc/index.html exists.
/?p=1389,system,redirect,/sitegenesis-vs-sfra-vs-pwa/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target sitegenesis-vs-sfra-vs-pwa/index.html exists.
/?p=14004,system,redirect,/a-survival-guide-to-sfcc-platform-limits/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target a-survival-guide-to-sfcc-platform-limits/index.html exists.
/?p=14050,system,redirect,/real-time-inventory-checks-in-sfcc/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target real-time-inventory-checks-in-sfcc/index.html exists.
/?p=14142,system,redirect,/your-definitive-mobile-app-checklist/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target your-definitive-mobile-app-checklist/index.html exists.
/?p=14159,system,redirect,/the-realm-split-field-guide-to-migrating-an-sfcc-site/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target the-realm-split-field-guide-to-migrating-an-sfcc-site/index.html exists.
/?p=1551,system,redirect,/secure-coding-in-salesforce-b2c-commerce-cloud/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target secure-coding-in-salesforce-b2c-commerce-cloud/index.html exists.
/?p=1631,system,redirect,/should-i-get-javascript-developer-i-certified/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target should-i-get-javascript-developer-i-certified/index.html exists.
/?p=1678,system,redirect,/community-repositories/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target community-repositories/index.html exists.
/?p=1869,system,redirect,/podcasts-for-salesforce-b2c-commerce-cloud/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target podcasts-for-salesforce-b2c-commerce-cloud/index.html exists.
/?p=1894,system,redirect,/salesforce-b2c-commerce-the-22-6-release/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target salesforce-b2c-commerce-the-22-6-release/index.html exists.
/?p=1931,system,redirect,/what-is-oci-omnichannel-inventory/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target what-is-oci-omnichannel-inventory/index.html exists.
/?p=2082,system,redirect,/office-hours-for-salesforce-b2c-commerce-cloud/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target office-hours-for-salesforce-b2c-commerce-cloud/index.html exists.
/?p=2104,system,redirect,/the-journey-from-developer-to-architect/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target the-journey-from-developer-to-architect/index.html exists.
/?p=2253,system,redirect,/three-things-to-secure-sfcc/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target three-things-to-secure-sfcc/index.html exists.
/?p=2265,system,redirect,/how-to-use-ocapi-scapi-hooks/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target how-to-use-ocapi-scapi-hooks/index.html exists.
/?p=2358,system,redirect,/salesforce-b2c-commerce-cloud-the-22-7-release/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target salesforce-b2c-commerce-cloud-the-22-7-release/index.html exists.
/?p=2517,system,redirect,/lets-go-live-seo/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target lets-go-live-seo/index.html exists.
/?p=2688,system,redirect,/non-technical-sfcc-certifications/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target non-technical-sfcc-certifications/index.html exists.
/?p=2770,system,redirect,/creating-custom-ocapi-endpoints/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target creating-custom-ocapi-endpoints/index.html exists.
/?p=2942,system,redirect,/salesforce-b2c-commerce-cloud-22-8/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target salesforce-b2c-commerce-cloud-22-8/index.html exists.
/?p=2978,system,redirect,/how-to-get-salesforce-certification-vouchers/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target how-to-get-salesforce-certification-vouchers/index.html exists.
/?p=3,system,redirect,/privacy-policy/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target privacy-policy/index.html exists.
/?p=3042,system,redirect,/custom-ttf-fonts-in-pdf-for-sfcc/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target custom-ttf-fonts-in-pdf-for-sfcc/index.html exists.
/?p=3433,system,redirect,/caching-rest-apis-in-sfcc/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target caching-rest-apis-in-sfcc/index.html exists.
/?p=352,system,redirect,/archive/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target archive/index.html exists.
/?p=3641,system,redirect,/what-is-the-ocapi-session-bridge/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target what-is-the-ocapi-session-bridge/index.html exists.
/?p=365,system,redirect,/ideas/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target ideas/index.html exists.
/?p=3712,system,redirect,/salesforce-b2c-commerce-cloud-customer-erd/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target salesforce-b2c-commerce-cloud-customer-erd/index.html exists.
/?p=3806,system,redirect,/salesforce-b2c-commerce-cloud-content-erd/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target salesforce-b2c-commerce-cloud-content-erd/index.html exists.
/?p=3837,system,redirect,/sfcc-basket-order-erd/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target sfcc-basket-order-erd/index.html exists.
/?p=3895,system,redirect,/lets-go-live-customer-migration/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target lets-go-live-customer-migration/index.html exists.
/?p=4274,system,redirect,/the-salesforce-b2c-commerce-cloud-environment/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target the-salesforce-b2c-commerce-cloud-environment/index.html exists.
/?p=431,system,redirect,/mail-attachments-in-b2c-commerce-cloud/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target mail-attachments-in-b2c-commerce-cloud/index.html exists.
/?p=4455,system,redirect,/20-years-of-dreamforce/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target 20-years-of-dreamforce/index.html exists.
/?p=4596,system,redirect,/the-deprecation-of-the-uuid-token-for-api-clients/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target the-deprecation-of-the-uuid-token-for-api-clients/index.html exists.
/?p=4795,system,redirect,/connecting-the-clouds-wedding-or-funeral/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target connecting-the-clouds-wedding-or-funeral/index.html exists.
/?p=4801,system,redirect,/me-myself-and-headless-a-composable-commerce-cloud-story/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target me-myself-and-headless-a-composable-commerce-cloud-story/index.html exists.
/?p=4827,system,redirect,/the-path-to-being-an-architect/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target the-path-to-being-an-architect/index.html exists.
/?p=4836,system,redirect,/headless/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target headless/index.html exists.
/?p=4854,system,redirect,/life-with-goldie/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target life-with-goldie/index.html exists.
/?p=4863,system,redirect,/inside-the-ohana/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target inside-the-ohana/index.html exists.
/?p=5072,system,redirect,/what-is-commerce-on-core/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target what-is-commerce-on-core/index.html exists.
/?p=528,system,redirect,/how-to-get-a-salesforce-b2c-commerce-cloud-sandbox/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target how-to-get-a-salesforce-b2c-commerce-cloud-sandbox/index.html exists.
/?p=5302,system,redirect,/salesforce-b2c-commerce-cloud-october-updates/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target salesforce-b2c-commerce-cloud-october-updates/index.html exists.
/?p=5406,system,redirect,/salesforce-b2c-commerce-cloud-governance-and-quotas/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target salesforce-b2c-commerce-cloud-governance-and-quotas/index.html exists.
/?p=567,system,redirect,/b2c-commerce-whats-new-in-the-22-3-release/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target b2c-commerce-whats-new-in-the-22-3-release/index.html exists.
/?p=6122,system,redirect,/what-is-the-sfcc-managed-runtime/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target what-is-the-sfcc-managed-runtime/index.html exists.
/?p=617,system,redirect,/slas-in-sfra-or-sitegenesis/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target slas-in-sfra-or-sitegenesis/index.html exists.
/?p=6217,system,redirect,/what-skills-do-i-need-as-a-sfcc-architect/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target what-skills-do-i-need-as-a-sfcc-architect/index.html exists.
/?p=6248,system,redirect,/what-can-i-use-chatgpt-for-when-working-with-salesforce/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target what-can-i-use-chatgpt-for-when-working-with-salesforce/index.html exists.
/?p=6325,system,redirect,/simplifying-the-salesforce-order-of-execution/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target simplifying-the-salesforce-order-of-execution/index.html exists.
/?p=6585,system,redirect,/how-to-load-client-side-javascript-and-css-in-sfra/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target how-to-load-client-side-javascript-and-css-in-sfra/index.html exists.
/?p=664,system,redirect,/b2c-commerce-whats-new-in-22-4/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target b2c-commerce-whats-new-in-22-4/index.html exists.
/?p=6686,system,redirect,/the-move-from-sitegenesis-and-sfra-to-the-composable-storefront-as-a-developer/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target the-move-from-sitegenesis-and-sfra-to-the-composable-storefront-as-a-developer/index.html exists.
/?p=6708,system,redirect,/where-to-start-when-you-are-new-to-salesforce-b2c-commerce-cloud-development/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target where-to-start-when-you-are-new-to-salesforce-b2c-commerce-cloud-development/index.html exists.
/?p=68,system,redirect,/about/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target about/index.html exists.
/?p=6992,system,redirect,/life-is-about-choices/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target life-is-about-choices/index.html exists.
/?p=705,system,redirect,/helpful-salesforce-b2c-commerce-cloud-cli-tools/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target helpful-salesforce-b2c-commerce-cloud-cli-tools/index.html exists.
/?p=7399,system,redirect,/ai-automation-to-augmentation-at-work/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target ai-automation-to-augmentation-at-work/index.html exists.
/?p=7485,system,redirect,/salesforce-b2c-commerce-cloud-erd/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target salesforce-b2c-commerce-cloud-erd/index.html exists.
/?p=7569,system,redirect,/salesforce-payments-experience-explained/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target salesforce-payments-experience-explained/index.html exists.
/?p=7774,system,redirect,/a-new-day-for-commerce-recap/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target a-new-day-for-commerce-recap/index.html exists.
/?p=7979,system,redirect,/understanding-sfcc-instances/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target understanding-sfcc-instances/index.html exists.
/?p=805,system,redirect,/salesforce-b2c-commerce-cloud-documentation/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target salesforce-b2c-commerce-cloud-documentation/index.html exists.
/?p=8465,system,redirect,/the-b2c-commerce-architect-certification/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target the-b2c-commerce-architect-certification/index.html exists.
/?p=8698,system,redirect,/a-beginners-guide-to-webdav-in-sfcc/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target a-beginners-guide-to-webdav-in-sfcc/index.html exists.
/?p=8853,system,redirect,/guide-to-the-getprops-method-in-sfcc/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target guide-to-the-getprops-method-in-sfcc/index.html exists.
/?p=896,system,redirect,/commerce-cloud-t-shirts-on-shirtforce/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target commerce-cloud-t-shirts-on-shirtforce/index.html exists.
/?p=9054,system,redirect,/a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/index.html exists.
/?p=9446,system,redirect,/can-a-isslot-element-have-a-dynamic-id/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target can-a-isslot-element-have-a-dynamic-id/index.html exists.
/?p=9476,system,redirect,/where-is-the-new-sfcc-documentation/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target where-is-the-new-sfcc-documentation/index.html exists.
/?p=9611,system,redirect,/ai-as-an-architect-and-content-creator/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target ai-as-an-architect-and-content-creator/index.html exists.
/?p=972,system,redirect,/getting-to-know-sfra-as-a-developer/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target getting-to-know-sfra-as-a-developer/index.html exists.
/?p=9752,system,redirect,/how-to-filter-jsdoc-in-storybook-autodocs/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target how-to-filter-jsdoc-in-storybook-autodocs/index.html exists.
/?p=9935,system,redirect,/a-look-at-the-23-9-commerce-cloud-release/,yes,,Policy-verified Model A query-string redirect; source is not served by Hugo aliases at launch and the approved target a-look-at-the-23-9-commerce-cloud-release/index.html exists.
/?s=ocapi,system,retire,,yes,200,Owner accepted on 2026-03-14: the legacy WordPress search query route still resolves to the homepage under Model A because GitHub Pages serves the published / path.
/20-years-of-dreamforce/,post,keep,/20-years-of-dreamforce/,yes,200,Published keep route verified at 20-years-of-dreamforce/index.html.
/20-years-of-dreamforce/feed/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/a-beginners-guide-to-webdav-in-sfcc/,post,keep,/a-beginners-guide-to-webdav-in-sfcc/,yes,200,Published keep route verified at a-beginners-guide-to-webdav-in-sfcc/index.html.
/a-deep-dive-into-the-23-7-sfcc-release/,post,keep,/a-deep-dive-into-the-23-7-sfcc-release/,yes,200,Published keep route verified at a-deep-dive-into-the-23-7-sfcc-release/index.html.
/a-dev-guide-to-combating-fraud-on-sfcc/,post,keep,/a-dev-guide-to-combating-fraud-on-sfcc/,yes,200,Published keep route verified at a-dev-guide-to-combating-fraud-on-sfcc/index.html.
/a-look-at-the-23-9-commerce-cloud-release/,post,keep,/a-look-at-the-23-9-commerce-cloud-release/,yes,200,Published keep route verified at a-look-at-the-23-9-commerce-cloud-release/index.html.
/a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/,post,keep,/a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/,yes,200,Published keep route verified at a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/index.html.
/a-look-at-the-salesforce-b2c-commerce-cloud-24-2-release/,post,keep,/a-look-at-the-salesforce-b2c-commerce-cloud-24-2-release/,yes,200,Published keep route verified at a-look-at-the-salesforce-b2c-commerce-cloud-24-2-release/index.html.
/a-look-at-the-sfcc-23-5-release/,post,keep,/a-look-at-the-sfcc-23-5-release/,yes,200,Published keep route verified at a-look-at-the-sfcc-23-5-release/index.html.
/a-look-back-at-origin-shielding/,post,keep,/a-look-back-at-origin-shielding/,yes,200,Published keep route verified at a-look-back-at-origin-shielding/index.html.
/a-new-commerce-cloud-community-in-town/,post,keep,/a-new-commerce-cloud-community-in-town/,yes,200,Published keep route verified at a-new-commerce-cloud-community-in-town/index.html.
/a-new-day-for-commerce-recap/,post,keep,/a-new-day-for-commerce-recap/,yes,200,Published keep route verified at a-new-day-for-commerce-recap/index.html.
/a-survival-guide-to-sfcc-platform-limits/,post,keep,/a-survival-guide-to-sfcc-platform-limits/,yes,200,Published keep route verified at a-survival-guide-to-sfcc-platform-limits/index.html.
/about/,page,keep,/about/,yes,200,Published keep route verified at about/index.html.
/ai-as-an-architect-and-content-creator/,post,keep,/ai-as-an-architect-and-content-creator/,yes,200,Published keep route verified at ai-as-an-architect-and-content-creator/index.html.
/ai-automation-to-augmentation-at-work/,post,keep,/ai-automation-to-augmentation-at-work/,yes,200,Published keep route verified at ai-automation-to-augmentation-at-work/index.html.
/ai-einstein-in-salesforce-b2c-commerce-cloud/,post,keep,/ai-einstein-in-salesforce-b2c-commerce-cloud/,yes,200,Published keep route verified at ai-einstein-in-salesforce-b2c-commerce-cloud/index.html.
